Model ID,PubMed ID,Author,Year,Journal,Title,Primary Index Condition,Secondary Index Condition,Outcome,Model Sample Size,Cohort Sample Size,Number of Events,Follow-Up Duration,AUROC,Calibration Reported,Covariates,MH
12-001-47,22440586,Reid,2012,Age and Ageing,Developing predictive models of excellent and devastating outcome after stroke,Stroke,N/A,Functional Outcome,538,538,161,Moderate (3-6 months),0.874,No,"Age, Lives Alone, Verbal GCS, PRE-SFS, Stroke Severity, TACS",
12-001-48,22440586,Reid,2012,Age and Ageing,Developing predictive models of excellent and devastating outcome after stroke,Stroke,N/A,Functional Outcome,538,538,161,Moderate (3-6 months),0.861,No,"Age, Leukoaraiosis, Verbal GCS, Stroke Severity, TACS",
12-001-49,22442178,Mazya,2012,Stroke,Predicting the risk of symptomatic intracerebral hemorrhage in ischemic stroke treated with intravenous alteplase: safe Implementation of Treatments in Stroke (SITS) symptomatic intracerebral hemorrhage risk score,Stroke,Ischemic,Stroke,31627,31627,569,Short (< 3 months),0.7,No,"Age, Aspirin, Clopidogrel, Glucose, Hypertension, NIHSS, Time to Treatment, SBP, Weight",
12-001-50,22442438,Greving,2012,Neurology,Predicting outcome after acute basilar artery occlusion based on admission characteristics,Stroke,Ischemic,Functional Outcome,619,619,429,Short (< 3 months),0.75,No,"Age, Hyperlipidemia, NIHSS, Stroke, Time to Treatment",
12-001-51,22456478,Bouleti,2012,Circulation,Late results of percutaneous mitral commissurotomy up to 20 years: development and validation of a risk score predicting late functional results from a series of 912 patients,Valve Disease,N/A,Functional Outcome,609,609,,Long (> 6 months),,Yes,"Age, Mitral Valve Area, AF, NYHA Class, Mean Mitral Gradient, Valve Calcification, Sinus Rhythm, Sex","Adult; Aged; Calcinosis/epidemiology/etiology; Calibration; *Catheterization; Female; Heart Valve Prosthesis Implantation; Humans; Intracranial Embolism/epidemiology/etiology; Male; Middle Aged; Mitral Valve/*physiopathology/surgery; Mitral Valve Insufficiency/epidemiology/surgery/*therapy/ultrasonography; Prognosis; Proportional Hazards Models; Randomized Controlled Trials as Topic/statistics & numerical data; Recurrence; Risk Assessment; Risk Factors; *Severity of Illness Index; Survival Analysis; Treatment Outcome; Ultrasonography, Interventional"
12-001-52,22456478,Bouleti,2012,Circulation,Late results of percutaneous mitral commissurotomy up to 20 years: development and validation of a risk score predicting late functional results from a series of 912 patients,Valve Disease,N/A,Functional Outcome,609,609,,Long (> 6 months),,Yes,"Age, Mitral Valve Area, AF, NYHA Class, Mean Mitral Gradient, Valve Calcification, Sinus Rhythm, Sex","Adult; Aged; Calcinosis/epidemiology/etiology; Calibration; *Catheterization; Female; Heart Valve Prosthesis Implantation; Humans; Intracranial Embolism/epidemiology/etiology; Male; Middle Aged; Mitral Valve/*physiopathology/surgery; Mitral Valve Insufficiency/epidemiology/surgery/*therapy/ultrasonography; Prognosis; Proportional Hazards Models; Randomized Controlled Trials as Topic/statistics & numerical data; Recurrence; Risk Assessment; Risk Factors; *Severity of Illness Index; Survival Analysis; Treatment Outcome; Ultrasonography, Interventional"
12-001-53,22456478,Bouleti,2012,Circulation,Late results of percutaneous mitral commissurotomy up to 20 years: development and validation of a risk score predicting late functional results from a series of 912 patients,Valve Disease,N/A,Functional Outcome,609,609,,Long (> 6 months),,Yes,"Age, Mitral Valve Area, AF, NYHA Class, Mean Mitral Gradient, Valve Calcification, Sinus Rhythm, Sex","Adult; Aged; Calcinosis/epidemiology/etiology; Calibration; *Catheterization; Female; Heart Valve Prosthesis Implantation; Humans; Intracranial Embolism/epidemiology/etiology; Male; Middle Aged; Mitral Valve/*physiopathology/surgery; Mitral Valve Insufficiency/epidemiology/surgery/*therapy/ultrasonography; Prognosis; Proportional Hazards Models; Randomized Controlled Trials as Topic/statistics & numerical data; Recurrence; Risk Assessment; Risk Factors; *Severity of Illness Index; Survival Analysis; Treatment Outcome; Ultrasonography, Interventional"
12-001-54,22489957,Tosetto,2012,Journal of Thrombosis and Haemostasis,Predicting disease recurrence in patients with previous unprovoked venous thromboembolism: a proposed prediction score (DASH),Venous Thromboembolism (VTE),N/A,Venous Thromboembolism (VTE),1818,1818,239,Long (> 6 months),0.71,No,"Age, D-dimer, Sex, VTE",
12-001-55,22503568,Chien,2012,International Journal of Cardiology,Constructing a point-based prediction model for the risk of coronary artery disease in a Chinese community: A report from a cohort study in Taiwan,Population Sample,N/A,Coronary Artery Disease (CAD),3430,3430,171,Long (> 6 months),,No,"Age, BMI, Sex, Smoking, SBP",
12-001-56,22503568,Chien,2012,International Journal of Cardiology,Constructing a point-based prediction model for the risk of coronary artery disease in a Chinese community: A report from a cohort study in Taiwan,Population Sample,N/A,Coronary Artery Disease (CAD),3430,3430,171,Long (> 6 months),,No,"Age, BMI, Total Cholesterol, HDL Cholesterol, SBP, Sex",
12-001-57,22535795,O'Connor,2012,European Journal of Heart Failure,The PROTECT in-hospital risk model: 7-day outcome in patients hospitalized with acute heart failure and renal dysfunction,Congestive Heart Failure (CHF),N/A,Congestive Heart Failure (CHF),2015,2015,294,Short (< 3 months),0.67,Yes,"Albumin, BUN, Cholesterol, Diabetes, Heart Rate, HF, Respiratory Rate, SBP",
12-001-58,22536134,De Feo,2012,The Scientific World Journal,The Need for a Specific Risk Prediction System in Native Valve Infective Endocarditis Surgery,Cardiac Surgery,N/A,Mortality,440,440,40,Short (< 3 months),0.88,Yes,"Age, NYHA Class, Perivalvular Involvement, Blood Culture Results, Renal Failure, Ventilatory Support",
12-001-59,22547673,Wu,2012,Circulation,Risk score for predicting long-term mortality after coronary artery bypass graft surgery,Coronary Artery Disease (CAD),Revascularization,Mortality,,8597,2156,Long (> 6 months),,Yes,"Age, BMI, Cerebrovascular Disease, CHF, COPD, Diabetes, LVEF, Hemodynamic State, CAD, Ventricular Arrhythmia, Renal Failure, PAD, Open Heart Surgery",
12-001-60,22547673,Wu,2012,Circulation,Risk score for predicting long-term mortality after coronary artery bypass graft surgery,Coronary Artery Disease (CAD),Revascularization,Mortality,,8597,2156,Long (> 6 months),,Yes,"Age, BMI, Cerebrovascular Disease, CHF, COPD, Diabetes, LVEF, Hemodynamic State, CAD, Ventricular Arrhythmia, Renal Failure, PAD, Open Heart Surgery",
12-001-61,22547673,Wu,2012,Circulation,Risk score for predicting long-term mortality after coronary artery bypass graft surgery,Coronary Artery Disease (CAD),Revascularization,Mortality,,8597,2156,Long (> 6 months),,Yes,"Age, BMI, Cerebrovascular Disease, CHF, COPD, Diabetes, LVEF, Hemodynamic State, CAD, Ventricular Arrhythmia, Renal Failure, PAD, Open Heart Surgery",
12-001-62,22547673,Wu,2012,Circulation,Risk score for predicting long-term mortality after coronary artery bypass graft surgery,Coronary Artery Disease (CAD),Revascularization,Mortality,,8597,2156,Long (> 6 months),,Yes,"Age, BMI, Cerebrovascular Disease, CHF, COPD, Diabetes, LVEF, Hemodynamic State, CAD, Ventricular Arrhythmia, Renal Failure, PAD, Open Heart Surgery",
12-001-63,22571183,Kostalova,2012,Brain Injury,Towards a predictive model for post-stroke delirium,Stroke,N/A,Delirium,100,100,43,Short (< 3 months),,No,"Age, Bilirubin, GGT, ICH, Lesion Volume",
12-001-64,22571183,Kostalova,2012,Brain Injury,Towards a predictive model for post-stroke delirium,Stroke,N/A,Delirium,100,100,43,Short (< 3 months),,No,"Age, ICH, Lesion Volume, SOFA-Max",
12-001-65,22573641,Payabvash,2012,Neurology,Location-weighted CTP analysis predicts early motor improvement in stroke: a preliminary study,Stroke,N/A,Functional Outcome,49,80,18,Short (< 3 months),0.86,No,"NIHSS, rMTT of Retrolenticular Internal Capsule, rMTT of Superior Parietal Lobule",
12-001-66,22573641,Payabvash,2012,Neurology,Location-weighted CTP analysis predicts early motor improvement in stroke: a preliminary study,Stroke,N/A,Functional Outcome,25,80,8,Short (< 3 months),0.9,No,"NIHSS, rCBF of Anterior Lower Insular Cortex, rCBF of Putamen",
12-001-67,22573641,Payabvash,2012,Neurology,Location-weighted CTP analysis predicts early motor improvement in stroke: a preliminary study,Stroke,N/A,Functional Outcome,42,80,15,Short (< 3 months),0.84,No,rMTT of Superior Temporal Gyrus,
12-001-68,22573641,Payabvash,2012,Neurology,Location-weighted CTP analysis predicts early motor improvement in stroke: a preliminary study,Stroke,N/A,Functional Outcome,23,80,7,Short (< 3 months),0.92,No,"rCB of Inferior Frontal Subgyral WM, rCBF of Parietal Lobe, rCBV of Caudate Nucleus",
12-001-69,22581736,van Rees,2012,Heart,Clinical prediction model for death prior to appropriate therapy in primary prevention implantable cardioverter defibrillator patients with ischaemic heart disease: the FADES risk score,Congestive Heart Failure (CHF),N/A,Mortality,900,900,150,Long (> 6 months),0.73,No,"Age, Diabetes, LVEF, NYHA Class, Smoking",
12-001-70,22584630,Pannucci,2012,Annals of Surgery,Identifying patients at high risk for venous thromboembolism requiring treatment after outpatient surgery,Post-Operative,N/A,Venous Thromboembolism (VTE),173501,259231,254,Short (< 3 months),0.77,Yes,"Cancer, Age, Type of Surgery, BMI, Pregnancy, OR Time",
12-001-71,22608950,Park,2012,American Journal of Cardiology,Risk-prediction model for ischemic stroke in patients hospitalized with an acute coronary syndrome (from the Global Registry of Acute Coronary Events [GRACE]),Coronary Artery Disease (CAD),ACS,Stroke,63118,63118,217,Short (< 3 months),0.7,Yes,"AF, Killip Class, Smoking, Weight, Age, Cardiac Biomarkers, ST-Segment Change, SBP",
12-001-72,22621801,El-Chami,2012,American Journal of Cardiology,Prediction of new onset atrial fibrillation after cardiac revascularization surgery,Coronary Artery Disease (CAD),Revascularization,Arrhythmia,18517,18517,3486,Short (< 3 months),0.604,No,"Age, Height, PVD, Weight",
12-001-73,22621801,El-Chami,2012,American Journal of Cardiology,Prediction of new onset atrial fibrillation after cardiac revascularization surgery,Coronary Artery Disease (CAD),Revascularization,Arrhythmia,18517,18517,3486,Short (< 3 months),0.604,No,"Age, Height, PVD, Weight",
12-001-74,22626816,Fesmire,2012,American Journal of Emergency Medicine,Improving risk stratification in patients with chest pain: the Erlanger HEARTS3 score,Coronary Artery Disease (CAD),ACS,Myocardial Infarction (MI),2148,2148,202,Short (< 3 months),0.959,No,"Age, EKG, CAD, Chest Pain, Risk Factors, Troponin, Sex",
13-001-28,23200237,Hannan,2013,Annals of Thoracic Surgery,The New York risk score for in-hospital and 30-day mortality for coronary artery bypass graft surgery,Coronary Artery Disease (CAD),Revascularization,Mortality,10148,10148,181,Short (< 3 months),0.78,Yes,"Age, LVEF, Sex, Hemodynamic State, PVD, Previous MI, Renal Failure",
12-001-75,22626816,Fesmire,2012,American Journal of Emergency Medicine,Improving risk stratification in patients with chest pain: the Erlanger HEARTS3 score,Coronary Artery Disease (CAD),ACS,Acute Coronary Syndrome (ACS),2148,2148,315,Short (< 3 months),0.902,No,"Age, EKG, CAD, Chest Pain, Risk Factors, Troponin, Sex",
12-001-76,22632800,Gupta,2012,Journal of Vascular Surgery,Development and validation of a risk calculator for prediction of mortality after infrainguinal bypass surgery,Peripheral Vascular Disease (PVD),N/A,Mortality,9556,9556,170,Short (< 3 months),0.81,Yes,"Corticosteroids, COPD, Dialysis, Functional Status, Age, Pain, SIRS",
12-001-77,22665814,Lee,2012,Annals of Internal Medicine,Prediction of heart failure mortality in emergent care: a cohort study,Congestive Heart Failure (CHF),N/A,Mortality,7433,12591,135,Short (< 3 months),0.811,Yes,"Cancer, Age, Creatinine, Troponin, Heart Rate, Metolazone, Oxygen Saturation, Potassium, SBP, EMS Transport",
12-001-78,22672301,Li,2012,CNS Neuroscience & Therapeutics,A New Simple Model for Prediction of Hospital Mortality in Patients with Intracerebral Hemorrhage,Stroke,Hemorrhage,Mortality,227,227,49,Short (< 3 months),0.923,No,"Age, GCS Score, Glucose, WBC",
12-001-79,22676207,Cioffi,2012,Echocardiography,Left atrial systolic force and outcome in asymptomatic mild to moderate aortic stenosis,Valve Disease,N/A,Major Adverse Cardiac Events (MACE),1566,1566,551,Long (> 6 months),,No,"Aortic Valve Area Index, Left Atrial Systolic Force, Left Ventricular Mass",
12-001-80,22682012,Iida,2012,European Journal of Vascular and Endovascular Surgery,Anatomical Predictors of Major Adverse Limb Events after Infrapopliteal Angioplasty for Patients with Critical Limb Ischaemia due to Pure Isolated Infrapopliteal Lesions,Peripheral Vascular Disease (PVD),N/A,Mortality,1057,1057,496,Long (> 6 months),,No,"Lesion Calcification, Lesion Length, No-BA Run-Off, Target Lesion Diameter",
12-001-81,22683851,Soveri,2012,Transplantation,A cardiovascular risk calculator for renal transplant recipients,Misc,Renal Transplant,Major Adverse Cardiac Events (MACE),1009,2102,165,Long (> 6 months),0.738,Yes,"Age, CHD, Creatinine, Diabetes, Smoking, Renal Replacement Therapy",
12-001-82,22727237,Wilson,2012,American Journal of Medicine,An International Model to Predict Recurrent Cardiovascular Disease,Cardiovascular Disease (CVD),N/A,Major Adverse Cardiac Events (MACE),33419,49689,2394,Long (> 6 months),0.67,Yes,"Age, ASA Therapy, AF, BMI, CHF, Cardiovascular Event, Diabetes, Nationality, Number of Vascular Beds, Sex, Smoking, Statin Use",
12-001-83,22727237,Wilson,2012,American Journal of Medicine,An International Model to Predict Recurrent Cardiovascular Disease,Cardiovascular Disease (CVD),N/A,Mortality,33419,49689,1029,Long (> 6 months),0.74,Yes,"Age, ASA Therapy, AF, BMI, CHF, Cardiovascular Event, Diabetes, Nationality, Number of Vascular Beds, Sex, Smoking, Statin Use",
12-001-84,22745355,Goliasch,2012,European Heart Journal,Routinely available biomarkers improve prediction of long-term mortality in stable coronary artery disease: the Vienna and Ludwigshafen Coronary Artery Disease (VILCAD) risk score,Coronary Artery Disease (CAD),Stable,Mortality,547,547,211,Long (> 6 months),0.74,No,"Age, Cholinesterase, Creatinine, HbA1c, Heart Rate, LVEF",
12-001-85,22745355,Goliasch,2012,European Heart Journal,Routinely available biomarkers improve prediction of long-term mortality in stable coronary artery disease: the Vienna and Ludwigshafen Coronary Artery Disease (VILCAD) risk score,Coronary Artery Disease (CAD),Stable,Mortality,547,547,211,Long (> 6 months),,No,"Age, Creatinine, HbA1c, Heart Rate, LVEF",
12-001-86,22762288,Scrutinio,2012,Congestive Heart Failure,Amino-Terminal Pro-B-Type Natriuretic Peptide for Risk Prediction in Acute Decompensated Heart Failure,Congestive Heart Failure (CHF),N/A,Mortality,453,453,128,Long (> 6 months),0.831,Yes,"BUN, COPD, Hemoglobin, LVEF, Sodium",
12-001-87,22762288,Scrutinio,2012,Congestive Heart Failure,Amino-Terminal Pro-B-Type Natriuretic Peptide for Risk Prediction in Acute Decompensated Heart Failure,Congestive Heart Failure (CHF),N/A,Mortality,453,453,128,Long (> 6 months),0.844,Yes,"BUN, COPD, Hemoglobin, NT-proBNP, Sodium",
12-001-88,22798325,Hoffmann,2012,Stroke,Development of a clinical score (A2DS2) to predict pneumonia in acute ischemic stroke,Stroke,Ischemic,Pneumonia,15335,15335,1104,Short (< 3 months),0.84,Yes,"Age, AF, Dysphagia, Sex, NIHSS",
12-001-89,22811458,Menon,2012,Stroke,Risk score for intracranial hemorrhage in patients with acute ischemic stroke treated with intravenous tissue-type plasminogen activator,Stroke,Ischemic,Stroke,,10242,496,Short (< 3 months),0.71,Yes,"Age, Glucose, Ethnicity, Sex, NIHSS, SBP",
12-001-90,22814203,Zahuranec,2012,Cerebrovascular Diseases,Computed tomography findings for intracerebral hemorrhage have little incremental impact on post-stroke mortality prediction model performance,Stroke,N/A,Mortality,1256,1256,197,Short (< 3 months),0.83,Yes,"Age, ICH, Sex, Ethnicity, NIHSS",
12-001-91,22814203,Zahuranec,2012,Cerebrovascular Diseases,Computed tomography findings for intracerebral hemorrhage have little incremental impact on post-stroke mortality prediction model performance,Stroke,N/A,Mortality,1256,1256,197,Short (< 3 months),0.83,Yes,"Age, ICH, Hemorrhage Volume, Infratentorial Location, IVH, Sex, Ethnicity, NIHSS",
12-001-92,22814203,Zahuranec,2012,Cerebrovascular Diseases,Computed tomography findings for intracerebral hemorrhage have little incremental impact on post-stroke mortality prediction model performance,Stroke,N/A,Mortality,1256,1256,197,Short (< 3 months),0.84,Yes,"Age, GCS, ICH, Sex, Ethnicity, NIHSS",
12-001-93,22814203,Zahuranec,2012,Cerebrovascular Diseases,Computed tomography findings for intracerebral hemorrhage have little incremental impact on post-stroke mortality prediction model performance,Stroke,N/A,Mortality,1256,1256,197,Short (< 3 months),0.85,Yes,"Age, GCS, ICH, Hemorrhage Volume, Infratentorial Location, IVH, Sex, Ethnicity, NIHSS",
12-001-94,22814203,Zahuranec,2012,Cerebrovascular Diseases,Computed tomography findings for intracerebral hemorrhage have little incremental impact on post-stroke mortality prediction model performance,Stroke,Hemorrhage,Mortality,171,171,74,Short (< 3 months),0.83,Yes,"Age, Sex, Ethnicity, NIHSS",
12-001-95,22814203,Zahuranec,2012,Cerebrovascular Diseases,Computed tomography findings for intracerebral hemorrhage have little incremental impact on post-stroke mortality prediction model performance,Stroke,Hemorrhage,Mortality,171,171,74,Short (< 3 months),0.87,Yes,"Age, ICH, Hemorrhage Volume, Infratentorial Location, IVH, Sex, Ethnicity, NIHSS",
12-001-96,22814203,Zahuranec,2012,Cerebrovascular Diseases,Computed tomography findings for intracerebral hemorrhage have little incremental impact on post-stroke mortality prediction model performance,Stroke,Hemorrhage,Mortality,171,171,74,Short (< 3 months),0.85,Yes,"Age, GCS, Sex, Ethnicity, NIHSS",
12-001-97,22814203,Zahuranec,2012,Cerebrovascular Diseases,Computed tomography findings for intracerebral hemorrhage have little incremental impact on post-stroke mortality prediction model performance,Stroke,Hemorrhage,Mortality,171,171,74,Short (< 3 months),0.87,Yes,"Age, GCS, ICH, Hemorrhage Volume, Infratentorial Location, IVH, Sex, Ethnicity, NIHSS",
12-001-98,22819429,Wang,2012,American Journal of Cardiology,Predicting risk of hospitalization or death among patients with heart failure in the veterans health administration,Congestive Heart Failure (CHF),N/A,Hospitalization,198460,198460,8335,Short (< 3 months),0.815,Yes,"ACEI/ARB Use, Age, Deyo-Charlson Index, Albumin, Prior Hospitalizations, Medications, AF, BUN, BMI, CABG, Prior Physician Visits, COPD, Dementia, Creatinine, Diabetes, DBP, Functional Disease, Heart Rate, Stroke, Trauma, VHD, Liver Disease, Sex, Malnutrit",
12-001-99,22819429,Wang,2012,American Journal of Cardiology,Predicting risk of hospitalization or death among patients with heart failure in the veterans health administration,Congestive Heart Failure (CHF),N/A,Mortality,198460,198460,1787,Short (< 3 months),0.758,Yes,"ACEI/ARB Use, Age, Deyo-Charlson Index, Albumin, Prior Hospitalizations, Medications, AF, BUN, BMI, CABG, Prior Physician Visits, COPD, Dementia, Creatinine, Diabetes, DBP, Functional Disease, Heart Rate, Stroke, Trauma, VHD, Liver Disease, Sex, Malnutrit",
12-001-100,22819429,Wang,2012,American Journal of Cardiology,Predicting risk of hospitalization or death among patients with heart failure in the veterans health administration,Congestive Heart Failure (CHF),N/A,Hospitalization,198460,198460,46836,Long (> 6 months),0.821,Yes,"ACEI/ARB Use, Age, Deyo-Charlson Index, Albumin, Prior Hospitalizations, Medications, AF, BUN, BMI, CABG, Prior Physician Visits, COPD, Dementia, Creatinine, Diabetes, DBP, Functional Disease, Heart Rate, Stroke, Trauma, VHD, Liver Disease, Sex, Malnutrit",
12-001-101,22819429,Wang,2012,American Journal of Cardiology,Predicting risk of hospitalization or death among patients with heart failure in the veterans health administration,Congestive Heart Failure (CHF),N/A,Mortality,198640,198640,14103,Long (> 6 months),0.8,Yes,"ACEI/ARB Use, Age, Deyo-Charlson Index, Albumin, Prior Hospitalizations, Medications, AF, BUN, BMI, CABG, Prior Physician Visits, COPD, Dementia, Creatinine, Diabetes, DBP, Functional Disease, Heart Rate, Stroke, Trauma, VHD, Liver Disease, Sex, Malnutrit",
12-001-102,22840739,Scali,2012,Journal of Vascular Surgery,Preoperative prediction of mortality within 1 year after elective thoracic endovascular aortic aneurysm repair,Aortic Diseases,N/A,Mortality,224,224,33,Long (> 6 months),0.77,Yes,"Intraoperative Procedures, Age, COPD, CAD, PAD",
12-001-103,22871801,Van Hattum,2012,Thrombosis and Haemostasis,Long-term risk of vascular events after peripheral bypass surgery,Peripheral Vascular Disease (PVD),N/A,Major Adverse Cardiac Events (MACE),482,482,287,Long (> 6 months),0.68,No,"Age, CLI or Claudication, Diabetes, Vascular Surgery",
12-001-104,22898595,Wang,2012,"Heart, Lung, & Circulation",Risk model of prolonged intensive care unit stay in Chinese patients undergoing heart valve surgery,Valve Disease,N/A,Prolonged Length of Stay (LOS),2401,3925,294,Short (< 3 months),0.717,Yes,"Age, AF, CABG, Other Cardiac Surgery, COPD, Preoperative State, LVEF, LBBB, Left Ventricle Weight, NYHA Class, Perivalvular Leakage, Tricuspid Valve Replacement",
12-001-105,22899767,Forman,2012,Circulation: Heart Failure,Ventilatory power: a novel index that enhances prognostic assessment of patients with heart failure,Congestive Heart Failure (CHF),N/A,Mortality,875,875,82,Long (> 6 months),,No,"Circulatory Power, Ventilatory Power",
12-001-106,22981409,Choke,2012,European Journal of Vascular and Endovascular Surgery,Risk models for mortality following elective open and endovascular abdominal aortic aneurysm repair: a single institution experience,Aortic Diseases,N/A,Mortality,810,1153,20,Short (< 3 months),0.79,Yes,"Age, Creatinine, Open Repair, MI",
12-001-107,22987084,Romond,2012,Journal of Clinical Oncology,"Seven-Year Follow-Up Assessment of Cardiac Function in NSABP B-31, a Randomized Trial Comparing Doxorubicin and Cyclophosphamide Followed by Paclitaxel (ACP) With ACP Plus Trastuzumab As Adjuvant Therapy for Patients With Node-Positive, Human Epidermal Gr",Cancer,N/A,Major Adverse Cardiac Events (MACE),944,1687,37,Long (> 6 months),0.72,Yes,"Age, LVEF",
12-001-108,22994439,Zafrir,2012,Congestive Heart Failure,Risk Score Model for Predicting Mortality in Advanced Heart Failure Patients Followed in a Heart Failure Clinic,Congestive Heart Failure (CHF),N/A,Mortality,500,500,151,Long (> 6 months),0.75,Yes,"Walk Distance, Age, Hyponatremia, Sex, Beta Blockers, QTc Interval, SBP, Uric Acid",
12-001-109,22999733,Hawkins,2012,Journal of the American College of Cardiology,Pre-procedural risk quantification for carotid stenting using the CAS score: a report from the NCDR CARE Registry,Carotid Disease,N/A,Composite (Non-MACE),11122,11122,271,Short (< 3 months),0.71,No,"Age, AF, Cardiac Surgery, Ipsilateral CEA, Stroke, Target Lesion Symptomatic",
12-001-110,22999733,Hawkins,2012,Journal of the American College of Cardiology,Pre-procedural risk quantification for carotid stenting using the CAS score: a report from the NCDR CARE Registry,Carotid Disease,N/A,Composite (Non-MACE),8550,11122,,Short (< 3 months),0.71,Yes,"Age, AF, Cardiac Surgery, Ipsilateral CEA, Stroke, Target Lesion Symptomatic",
12-001-111,23008442,Brooks,2012,Circulation,Clinical and Angiographic Risk Stratification and Differential Impact on Treatment Outcomes in the Bypass Angioplasty Revascularization Investigation 2 Diabetes (BARI 2D) Trial,Coronary Artery Disease (CAD),Revascularization,Major Adverse Cardiac Events (MACE),2231,2365,,Long (> 6 months),0.634,No,"LVEF, Myocardial Jeopardy Index, Revascularization, Number of Lesions",
12-001-112,23021331,Bilchick,2012,Journal of the American College of Cardiology,Prediction of mortality in clinical practice for medicare patients undergoing defibrillator implantation for primary prevention of sudden cardiac death,Congestive Heart Failure (CHF),N/A,Mortality,17991,17991,,Long (> 6 months),,No,"AF, Age, CKD, COPD, Diabetes, LVEF, NYHA Class",
12-001-113,23021331,Bilchick,2012,Journal of the American College of Cardiology,Prediction of mortality in clinical practice for medicare patients undergoing defibrillator implantation for primary prevention of sudden cardiac death,Congestive Heart Failure (CHF),N/A,Mortality,17991,17991,,Long (> 6 months),,Yes,"AF, Age, CKD, COPD, Diabetes, LVEF, NYHA Class",
12-001-114,23021331,Bilchick,2012,Journal of the American College of Cardiology,Prediction of mortality in clinical practice for medicare patients undergoing defibrillator implantation for primary prevention of sudden cardiac death,Congestive Heart Failure (CHF),N/A,Mortality,17991,17991,,Long (> 6 months),,Yes,"AF, Age, CKD, COPD, Diabetes, LVEF, NYHA Class",
12-001-115,23021331,Bilchick,2012,Journal of the American College of Cardiology,Prediction of mortality in clinical practice for medicare patients undergoing defibrillator implantation for primary prevention of sudden cardiac death,Congestive Heart Failure (CHF),N/A,Mortality,17991,17991,,Long (> 6 months),,Yes,"AF, Age, CKD, COPD, Diabetes, LVEF, NYHA Class",
12-001-116,23044297,Liu,2012,Chinese Medical Journal,Risk factors and risk index of cardiac events in pregnant women with heart disease,Pregnancy,N/A,Composite (Non-MACE),1741,1741,165,Short (< 3 months),,No,"Cardiac Events, Cyanotic Heart Disease, NYHA Class, Oxygen Saturation, Pulmonary Artery Hypertension, Reduced Left Ventricular Systolic Function",
12-001-117,23048195,Farooq,2012,European Heart Journal,Combined anatomical and clinical factors for the long-term risk stratification of patients undergoing percutaneous coronary intervention: the Logistic Clinical SYNTAX score,Coronary Artery Disease (CAD),Revascularization,Mortality,6309,6309,175,Long (> 6 months),0.753,Yes,"Age, Creatinine Clearance, LVEF, SYNTAX Score",
12-001-118,23048195,Farooq,2012,European Heart Journal,Combined anatomical and clinical factors for the long-term risk stratification of patients undergoing percutaneous coronary intervention: the Logistic Clinical SYNTAX score,Coronary Artery Disease (CAD),Revascularization,Mortality,6309,6309,175,Long (> 6 months),0.791,No,"BMI, Smoking, Diabetes, MI, PVD",
12-001-119,23094882,Stavrakis,2012,Annals of Noninvasive Electrocardiology,Development and Validation of a Prognostic Index for Risk Stratification of Patients with Early Repolarization,Population Sample,N/A,Mortality,595,852,122,Long (> 6 months),0.83,Yes,"ACEI/ARB Use, Age, BMI, Early Repolarization Amplitude, QTc Interval, Race, Sulfonylurea Use",
12-001-120,23118919,Kim,2012,PLoS One,A cross-sectional study of individuals seeking information on transient ischemic attack and stroke symptoms online: a target for intervention?,Stroke,N/A,Stroke,175,175,68,Diagnosis,0.66,No,"Age, Diabetes, Duration, Speech Disturbance, Unilateral Weakness",
12-001-121,23127975,Wimmer,2012,Stroke,Risk Prediction for Adverse Events After Carotid Artery Stenting in Higher Surgical Risk Patients,Carotid Disease,N/A,Composite (Non-MACE),10186,10186,366,Short (< 3 months),0.691,No,"Age, Aortic Arch Type, Dialysis, Stroke, TIA, Lesion Length, MI, Right-Sided Lesion, Cardiac Surgery",
12-001-122,23137507,Rodríguez-Pascual,2012,American Heart Journal,Comprehensive geriatric assessment and hospital mortality among older adults with decompensated heart failure,Congestive Heart Failure (CHF),N/A,Mortality,581,581,47,Short (< 3 months),0.856,No,"CGA Score, NYHA Class, Pulmonary Edema, Renal Failure",
12-001-123,23154781,Kamouchi,2012,Cerebrovascular Diseases,Risk score for predicting recurrence in patients with ischemic stroke: the Fukuoka stroke risk score for Japanese,Stroke,Ischemic,Stroke,3067,3067,175,Long (> 6 months),0.636,Yes,"Age, AF, Cardiac Disease, CKD, Diabetes, Alcohol, Hypertension, Sex, Stroke, PAD, Smoking",
12-001-124,23154781,Kamouchi,2012,Cerebrovascular Diseases,Risk score for predicting recurrence in patients with ischemic stroke: the Fukuoka stroke risk score for Japanese,Stroke,Ischemic,Stroke,2195,2195,,Long (> 6 months),0.639,Yes,"Age, AF, Cardiac Disease, CKD, Diabetes, Alcohol, Hypertension, Sex, Stroke, PAD, Smoking",
12-001-125,23174632,Dangas,2012,JACC: Cardiovascular Interventions,Development and validation of a stent thrombosis risk score in patients with acute coronary syndromes,Coronary Artery Disease (CAD),Revascularization,Stent Thrombosis,4093,6139,114,Long (> 6 months),0.76,No,"Heparin, Aneurysm or Ulceration, Platelets, TIMI Flow, Smoking, PCI, Diabetes, Number of Vessels Treated, Type of ACS",
